UserID,Username,CuisineType,DietType,IngredientList,Protein,Carbohydrates,Fats,Fiber,Sugars,Saturated Fats,Trans Fats,Omega-3,Omega-6,Cholesterol,Calcium,Iron,Magnesium,Potassium,Sodium,Zinc,Vitamin C,Vitamin D,Vitamin B12,Folate,RecipeName,Instructions,HealthInfo,PreparationTimeMinutes,ConditionTag,Flavor Profile,Estimated Cost (USD)
15,User31,Mexican,Vegetarian,"capsicum, olive oil, ginger, Potatoes (2 pieces); Butter (1 tbsp); Bread (2 slices); Avocado (1 piece); Nuts (30g), lemon juice, butter",3.72,53.16,90.86,54.41,26.9,67.36,84.41,14.54,51.08,25.23,88.33,28.01,24.99,46.16,36.02,3.78,86.85,27.1,58.16,34.17,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Potatoes, Butter, Bread, Avocado, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),15,Heart Disease,Tangy,3.69
38,User32,Japanese,Balanced,"garlic, tomato, salt, Olive Oil (2 tbsp); Chicken (200g); Tofu (150g); Potatoes (2 pieces); Butter (1 tbsp), yogurt",11.21,30.54,93.41,60.09,42.27,76,6.55,48.18,32.22,95.52,22.66,70.89,97.1,71.98,70.58,45.35,28.82,87.26,22.55,75.38,Avocado Pasta,"To make Avocado Pasta, mix Olive Oil, Chicken, Tofu, Potatoes, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,18,Heart Disease,Sour,3.21
72,User33,Indian,Paleo,"Beef (200g); Potatoes (2 pieces); Lentils (1 cup); Butter (1 tbsp); Bread (2 slices); Tofu (150g); Fish (250g); Olive Oil (2 tbsp), salt, olive oil, tomato",43.69,41.03,79,51.74,33.16,12.88,16.78,3.74,4.5,17.82,55.79,85.45,59.86,37.13,12.09,85.42,90.54,68.6,14.27,30.57,Avocado Pasta,"To make Avocado Pasta, mix Beef, Potatoes, Lentils, Butter, Bread, Tofu, Fish, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),20,Heart Disease,Neutral,2.89
27,User34,Thai,Gluten-Free,"Beef (200g); Lentils (1 cup); Cheese (50g); Quinoa (1 cup); Potatoes (2 pieces); Chicken (200g); Olive Oil (2 tbsp); Butter (1 tbsp), lemon juice, soy sauce, black pepper",17.09,98.4,82.86,64,16.78,64.84,96.05,39.06,14.43,75.35,13.27,24.25,29.45,11.23,58.48,4.76,98.87,16.68,14.94,30.92,Vegan Delight (Express Edition),"To make Vegan Delight, mix Beef, Lentils, Cheese, Quinoa, Potatoes, Chicken, Olive Oil, Butter, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),12,Heart Disease,Spicy,2.65
91,User35,Indian,Paleo,"Beef (200g); Potatoes (2 pieces); Avocado (1 piece); Pasta (1 cup); Olive Oil (2 tbsp); Cheese (50g); Butter (1 tbsp), olive oil, turmeric, ginger, chili flakes, salt",48.85,59.49,39.94,39.96,83.53,67.48,24.51,30.73,62.14,73.9,15.48,98.35,54.07,51.52,68.42,12.08,96.18,14.82,93.38,70.13,Spicy Lentil Curry (Home Chef Special),"To make Spicy Lentil Curry, mix Beef, Potatoes, Avocado, Pasta, Olive Oil, Cheese, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),13,Heart Disease,Spicy,3
12,User36,Indian,High-Protein,"capsicum, lemon juice, coriander, Bread (2 slices); Tofu (150g); Olive Oil (2 tbsp); Rice (1 cup); Nuts (30g); Fish (250g); Lentils (1 cup); Chicken (200g)",90.37,7.11,15.95,12.29,13.21,6.67,1.79,70.34,41.65,79.59,15.82,19.7,85.48,62.71,21.89,1.77,98.35,49.59,60.89,93.13,Spicy Lentil Curry (Home Chef Special),"To make Spicy Lentil Curry, mix Bread, Tofu, Olive Oil, Rice, Nuts, Fish, Lentils, Chicken, cook for 30 mins.",Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Boosts Immunity due to high Vitamin C. (NIH),17,Heart Disease,Tangy,3.02
7,User37,Indian,Keto,"olive oil, tomato, coriander, chili flakes, Butter (1 tbsp); Beef (200g); Fish (250g); Bread (2 slices); Quinoa (1 cup); Potatoes (2 pieces); Cheese (50g), carrot",97.56,3.53,12.21,34.65,77.39,93.63,74.8,52.33,80.48,96.87,55.1,30.79,72.72,23.87,26.95,56.37,76.47,80.73,86.66,67.05,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Butter, Beef, Fish, Bread, Quinoa, Potatoes, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),13,Heart Disease,Spicy,3.08
16,User38,French,Gluten-Free,"capsicum, Beef (200g); Rice (1 cup); Olive Oil (2 tbsp); Tofu (150g); Butter (1 tbsp); Potatoes (2 pieces), onion, butter",57.86,24.52,4.02,72.1,6.47,41.3,27.6,41.62,15.88,69.97,20.22,53.75,99.54,3.18,67.21,86.45,75.79,75.92,50.19,10.82,Vegan Delight,"To make Vegan Delight, mix Beef, Rice, Olive Oil, Tofu, Butter, Potatoes, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Bland,2.83
98,User39,Chinese,Gluten-Free,"olive oil, Butter (1 tbsp); Lentils (1 cup); Beef (200g); Pasta (1 cup); Chicken (200g); Quinoa (1 cup); Potatoes (2 pieces), chili flakes, carrot, yogurt",95.13,32.31,54.88,4.58,99.84,91.16,7.47,20.57,67.14,24.58,26.42,20.32,29.72,32.24,54.33,18.02,88.19,28.34,61.4,75.15,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Butter, Lentils, Beef, Pasta, Chicken, Quinoa, Potatoes, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),22,Heart Disease,Spicy,2.75
30,User40,American,Vegan,"olive oil, turmeric, Butter (1 tbsp); Chicken (200g); Quinoa (1 cup); Cheese (50g); Pasta (1 cup); Nuts (30g); Avocado (1 piece); Potatoes (2 pieces), coriander, salt, yogurt",9.32,61.79,1.68,99.88,33.4,79.85,34.21,97.43,75.36,93.25,27.66,9.36,45.22,93.99,84.74,94.43,15.92,85.23,74.92,56.32,Spicy Lentil Curry (Express Edition),"To make Spicy Lentil Curry, mix Butter, Chicken, Quinoa, Cheese, Pasta, Nuts, Avocado, Potatoes, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,14,Heart Disease,Sour,3.45
19,User41,Indian,High-Protein,"garlic, soy sauce, tomato, green chili, chili flakes, Quinoa (1 cup); Nuts (30g); Lentils (1 cup); Pasta (1 cup); Butter (1 tbsp); Cheese (50g); Rice (1 cup); Beef (200g)",13.01,81.28,14.37,75.36,71.34,39.06,60.24,24.75,24.67,30.96,45.15,70.68,10.01,14.39,71.04,36.47,83.49,35.02,76.79,25.75,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Quinoa, Nuts, Lentils, Pasta, Butter, Cheese, Rice, Beef, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Spicy,3.02
44,User42,Thai,Vegetarian,"Olive Oil (2 tbsp); Beef (200g); Rice (1 cup); Avocado (1 piece); Bread (2 slices); Potatoes (2 pieces); Lentils (1 cup); Pasta (1 cup), onion, carrot, lemon juice, butter",59.68,77.14,70.67,48.87,34.31,75.37,40.38,62.48,16.28,85.83,51.27,74.34,11.14,3.93,33.93,23.5,4.29,45.35,18.78,51.71,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Olive Oil, Beef, Rice, Avocado, Bread, Potatoes, Lentils, Pasta, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,22,Heart Disease,Tangy,2.74
60,User43,Mexican,Balanced,"Cheese (50g); Beef (200g); Rice (1 cup); Potatoes (2 pieces); Lentils (1 cup), lemon juice, onion, green chili",69.18,46.26,70.49,23.12,63.85,11.67,52.46,72.01,40.53,36,65.96,12.57,80.86,71.88,62.21,19.47,54.98,32.06,93.38,69.08,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Cheese, Beef, Rice, Potatoes, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,17,Heart Disease,Spicy,2.77
71,User44,Indian,Vegetarian,"chili flakes, onion, black pepper, Olive Oil (2 tbsp); Cheese (50g); Lentils (1 cup); Nuts (30g); Pasta (1 cup); Bread (2 slices); Rice (1 cup); Beef (200g)",71.54,86.79,89.5,25.1,37.53,26.05,61.73,40.25,66.68,55.96,23.79,11.9,72.24,22.62,12.4,93.9,1.97,5.26,86.88,13.94,Healthy Chicken Bowl (Express Edition),"To make Healthy Chicken Bowl, mix Olive Oil, Cheese, Lentils, Nuts, Pasta, Bread, Rice, Beef, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,13,Heart Disease,Spicy,2.98
45,User45,Chinese,Keto,"Potatoes (2 pieces); Tofu (150g); Cheese (50g); Nuts (30g); Avocado (1 piece), tomato, green chili, salt, cumin",85.6,44.91,69.17,59.64,75.09,89.54,78.45,56.26,63.18,68.94,52.32,77.21,11.62,20.43,21.49,94.51,34.17,14.23,24.82,92.62,Spicy Lentil Curry (Express Edition),"To make Spicy Lentil Curry, mix Potatoes, Tofu, Cheese, Nuts, Avocado, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,13,Heart Disease,Spicy,2.8
8,User46,Japanese,Gluten-Free,"garlic, soy sauce, ginger, green chili, Tofu (150g); Lentils (1 cup); Fish (250g); Nuts (30g); Beef (200g); Cheese (50g), yogurt",4.81,96.25,22.95,14.42,83.26,6.17,15.04,29.84,73.43,91.29,14.75,66.53,66.01,78.92,4.47,26.31,20.77,83.55,65.47,32.35,Healthy Chicken Bowl,"To make Healthy Chicken Bowl, mix Tofu, Lentils, Fish, Nuts, Beef, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),18,Heart Disease,Spicy,3.88
76,User47,Japanese,Balanced,"olive oil, tomato, green chili, Beef (200g); Lentils (1 cup); Butter (1 tbsp); Potatoes (2 pieces); Fish (250g); Quinoa (1 cup); Olive Oil (2 tbsp); Nuts (30g), lemon juice",83.45,83.17,84.52,21,58.88,91.36,65.71,21.04,29.87,48.64,6.74,36.64,86.35,46.46,25.43,15.42,88.76,25.75,87.95,84.68,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Beef, Lentils, Butter, Potatoes, Fish, Quinoa, Olive Oil, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),20,Heart Disease,Spicy,3.07
26,User48,Italian,Vegan,"soy sauce, tomato, ginger, Lentils (1 cup); Potatoes (2 pieces); Pasta (1 cup); Nuts (30g); Tofu (150g); Olive Oil (2 tbsp); Rice (1 cup), coriander, butter",28.59,56.54,53.13,99.7,81.22,15.86,19.06,34.71,55.79,84.7,20.37,80.03,55.19,14,32.9,76.86,22.44,96.82,29.98,15.98,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Lentils, Potatoes, Pasta, Nuts, Tofu, Olive Oil, Rice, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),14,Heart Disease,Savory,3.73
46,User49,American,Paleo,"Lentils (1 cup); Avocado (1 piece); Tofu (150g); Pasta (1 cup); Fish (250g), butter, green chili, yogurt",19.65,6.17,18.28,73.54,59.46,19.59,87.5,35.18,64.11,97.32,80.01,76.05,31.78,62.3,31.65,90.27,35.14,37.4,40.81,22.85,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Lentils, Avocado, Tofu, Pasta, Fish, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,20,Heart Disease,Spicy,3.05
37,User50,Thai,Paleo,"carrot, mint, black pepper, Olive Oil (2 tbsp); Butter (1 tbsp); Beef (200g); Lentils (1 cup); Avocado (1 piece); Rice (1 cup); Fish (250g)",64.85,52.47,72.69,18,13.8,44.78,39.69,10.88,98.95,21.27,41.35,20.42,34.83,32.45,49.86,52.29,72.85,90.19,17.04,80.42,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Olive Oil, Butter, Beef, Lentils, Avocado, Rice, Fish, cook for 30 mins.",Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,21,Heart Disease,Spicy,3.1
9,User51,Indian,Vegan,"chili flakes, Rice (1 cup); Bread (2 slices); Fish (250g); Pasta (1 cup); Tofu (150g); Beef (200g); Cheese (50g), mint, olive oil",5.93,96.81,23.23,58.12,68.29,49.97,5.59,42.38,17,1.59,28.97,38.91,15.02,38.55,94.14,9.13,2.25,31.41,84.04,72.12,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Rice, Bread, Fish, Pasta, Tofu, Beef, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),18,Heart Disease,Spicy,2.38
54,User52,Chinese,Vegetarian,"garlic, ginger, soy sauce, Fish (250g); Quinoa (1 cup); Beef (200g); Nuts (30g); Lentils (1 cup); Tofu (150g)",68.16,26,71.05,38.34,52.92,70.07,68.4,25.76,3.19,12.52,67.91,79.33,38.77,90.39,29.06,9.47,71.21,43.53,41.72,68.13,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Fish, Quinoa, Beef, Nuts, Lentils, Tofu, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,20,Heart Disease,Savory,2.46
57,User53,Indian,Vegan,"soy sauce, chili flakes, Beef (200g); Nuts (30g); Tofu (150g); Bread (2 slices); Lentils (1 cup); Potatoes (2 pieces); Chicken (200g); Butter (1 tbsp), onion, salt, butter",17.98,67.03,88.2,34.43,84.15,28.9,12.02,34.47,11.81,84.74,81.07,37.8,33.08,68.71,60.04,64.37,16.29,77.52,40.6,22.44,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Beef, Nuts, Tofu, Bread, Lentils, Potatoes, Chicken, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,16,Heart Disease,Spicy,3.53
50,User54,French,High-Protein,"garlic, mint, turmeric, ginger, coriander, Rice (1 cup); Butter (1 tbsp); Potatoes (2 pieces); Chicken (200g); Fish (250g); Lentils (1 cup); Quinoa (1 cup)",3.15,45.35,6.52,92.55,76.61,31.86,95.05,71.97,95.89,5.56,92.34,13.53,70.44,1.7,78.07,92.67,77.33,11.44,92.11,39.28,Healthy Chicken Bowl,"To make Healthy Chicken Bowl, mix Rice, Butter, Potatoes, Chicken, Fish, Lentils, Quinoa, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),22,Heart Disease,Bland,3.05
29,User55,Thai,High-Protein,"turmeric, Quinoa (1 cup); Cheese (50g); Bread (2 slices); Fish (250g); Lentils (1 cup), green chili, onion, butter",68.5,86.52,29.72,91.72,57.51,22.77,87.67,6.54,84.52,12.92,60.73,8.39,17.43,25.91,71.89,29.77,38.95,91.24,98.13,37.75,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Quinoa, Cheese, Bread, Fish, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH),18,Heart Disease,Spicy,2.78
25,User56,Italian,Gluten-Free,"soy sauce, coriander, Fish (250g); Quinoa (1 cup); Nuts (30g); Potatoes (2 pieces); Tofu (150g), salt, carrot",24.59,78.1,73.94,18.27,96.67,33.58,28.56,26.41,39.02,58.79,68.58,41.38,23.33,6.59,11.03,13.44,56.47,0.75,67.46,89.29,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Fish, Quinoa, Nuts, Potatoes, Tofu, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,13,Heart Disease,Savory,2.96
3,User57,Japanese,Vegan,"Tofu (150g); Avocado (1 piece); Chicken (200g); Fish (250g); Quinoa (1 cup); Butter (1 tbsp); Beef (200g); Cheese (50g), tomato, cumin, lemon juice, yogurt",9.83,66.02,10.29,60.27,2.33,89.7,77.37,55.02,62.61,11.04,24.22,65.94,59.61,5.49,20.77,20.5,38.63,35.08,84.85,55.57,Avocado Pasta (Express Edition),"To make Avocado Pasta, mix Tofu, Avocado, Chicken, Fish, Quinoa, Butter, Beef, Cheese, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Tangy,3.38
74,User58,French,Balanced,"Potatoes (2 pieces); Pasta (1 cup); Chicken (200g); Olive Oil (2 tbsp); Nuts (30g); Rice (1 cup); Quinoa (1 cup), tomato, chili flakes, salt, onion, yogurt",81.48,56.75,76.99,23.79,52.82,41.16,8.51,2.2,16.55,19.47,90.43,72.37,56.03,59.33,53.22,3.01,11.98,81.91,28.03,31.32,Avocado Pasta,"To make Avocado Pasta, mix Potatoes, Pasta, Chicken, Olive Oil, Nuts, Rice, Quinoa, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,14,Heart Disease,Spicy,3.04
88,User59,Indian,Paleo,"capsicum, mint, olive oil, coriander, Cheese (50g); Avocado (1 piece); Bread (2 slices); Beef (200g); Fish (250g); Potatoes (2 pieces); Butter (1 tbsp)",47.61,71.36,3.1,82.02,72.63,70.67,35.41,40.86,68.81,9.6,23.77,10.64,13.37,84.21,40.08,10.98,76.99,77.54,9.7,51.31,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Cheese, Avocado, Bread, Beef, Fish, Potatoes, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),14,Heart Disease,Neutral,2.98
